# Demand.ninja degree days (daily data 1980-2022)  -  demand_ninja_IN_Temp - Version 1.0
# License: https://creativecommons.org/licenses/by-nc/4.0/  -  Reference: https://doi.org/10.1038/s41560-023-01341-5
# Units: date in local timezone; other columns are the population-weighted surface temperature in degrees centigrade; column names signify country ISO2 code or GADM level1 code.  Calculated with global average model parameters

"date","IN","IN.AN","IN.AP","IN.AR","IN.AS","IN.BR","IN.CH","IN.CT","IN.DD","IN.DL","IN.DN","IN.GA","IN.GJ","IN.HP","IN.HR","IN.JH","IN.JK","IN.KA","IN.KL","IN.LD","IN.MH","IN.ML","IN.MN","IN.MP","IN.MZ","IN.NL","IN.OR","IN.PB","IN.PY","IN.RJ","IN.SK","IN.TG","IN.TN","IN.TR","IN.UP","IN.UT","IN.WB"
1980-03-28,28.164,28.981,29.883,17.654,24.612,29.11,22.958,30.93,29.595,25.474,30.33,28.282,29.716,14.608,25.512,28.245,7.346,28.672,28.325,27.871,30.88,23.457,22.574,29.434,26.252,21.607,30.091,24.363,28.342,27.175,11.282,31.326,28.323,28.6,27.515,19.471,28.975
1980-03-29,27.856,28.787,30.135,16.564,23.809,28.75,21.86,30.744,28.093,25.684,28.716,27.766,28.486,13.002,24.361,28.215,5.927,28.707,28.309,28.015,28.766,23.007,22.29,29.296,26.289,20.919,30.431,22.693,28.708,25.404,10.926,31.326,29.108,29.094,28.421,19.062,28.805
1980-03-30,27.367,28.551,30.64,16.475,23.29,28.372,21.571,30.412,27.927,23.696,28.476,28.266,27.761,14.552,22.998,27.355,8.62,29.109,28.694,28.148,29.204,21.953,22.432,27.378,26.483,21.017,29.968,22.304,29.239,24.054,9.911,31.817,29.992,28.711,27.077,18.791,28.009
1980-03-31,27.157,28.604,29.998,15.955,23.033,27.774,20.625,30.721,28.826,23.656,29.381,29.437,28.152,14.644,23.149,27.333,10.32,29.073,28.768,28.38,29.895,22.045,20.773,27.412,25.223,20.156,29.835,23.058,29.048,24.717,10.615,31.361,29.795,27.721,25.457,18.336,28.302
1980-04-01,27.647,28.527,28.674,16.644,23.322,28.372,22.641,30.586,29.496,25.657,30.088,29.275,29.51,15.815,25.316,26.574,10.868,28.631,28.399,28.502,30.2,22.243,21.441,27.933,25.026,20.503,29.508,24.955,28.975,26.653,10.43,29.411,29.456,28.265,26.946,19.679,28.071
1980-04-02,28.346,28.925,28.451,17.521,24.927,29.458,24.627,30.565,29.592,27.802,30.188,28.283,30.442,16.455,27.602,28.177,9.265,27.491,27.215,28.493,30.255,24.224,22.797,29.312,26.561,21.966,29.393,26.674,28.884,29.082,11.18,27.612,28.855,29.457,28.412,20.878,28.676
1980-04-03,28.722,28.913,29.02,17.251,25.361,30.407,22.393,30.227,29.164,27.534,29.722,28.384,30.832,13.96,26.436,28.221,9.16,28.269,27.948,28.169,29.947,24.528,22.216,30.844,25.601,21.64,28.045,24.316,29.015,29.542,10.625,27.721,29.296,28.551,29.678,19.271,28.877
1980-04-04,28.617,28.915,29.63,16.42,24.852,30.417,22.849,29.608,29.567,26.03,30.384,28.7,31.117,15.148,25.602,28.874,10.48,29.017,28.449,28.334,30.731,24.107,21.165,30.637,24.534,20.688,29.301,25.085,28.89,28.55,10.828,28.911,29.131,28.531,27.937,19.479,29.494
1980-04-05,29.055,28.978,29.923,18.219,25.666,30.31,24.129,30.792,29.944,27.424,30.885,29.647,31.192,17.085,26.848,29.004,12.042,29.439,28.516,28.451,31.145,23.803,22.811,30.226,25.984,22.346,30.134,25.765,28.935,28.959,11.567,29.834,29.003,28.658,28.743,21.384,29.829
1980-04-06,29.418,29.214,29.893,18.479,25.52,30.306,25.847,30.618,30.898,28.807,31.772,28.906,31.772,18.528,28.528,29.126,11.891,28.593,28.068,28.402,31.171,24.346,22.968,30.914,26.387,22.527,29.876,27.234,28.995,30.164,11.972,29.566,29.112,29.549,29.895,22.478,29.604
1980-04-07,30.199,29.15,30.605,18.68,26.095,31.369,25.983,30.986,31.009,30.161,31.979,29.036,32.564,18.623,29.348,30.314,11.84,28.915,27.896,28.402,31.34,25.328,23.521,31.858,27.743,23.002,30.7,28.151,28.97,31.619,12.502,30.004,28.535,30.554,31.33,22.993,30.611
1980-04-08,30.97,29.472,31.386,18.85,26.82,32.73,27.438,31.943,30.553,30.965,31.27,29.377,32.601,19.013,30.23,30.701,13.165,29.472,28.291,28.499,31.931,25.523,24.171,32.987,27.799,23.344,31.671,28.817,29.449,31.554,13.179,31.168,29.294,30.942,32.438,23.799,31.144
1980-04-09,31.204,29.406,31.694,18.978,27.405,33.465,27.172,32.192,30.753,30.723,31.586,28.932,32.75,18.936,30.078,31.268,13.772,29.79,27.935,28.428,31.93,25.794,24.845,32.486,28.045,23.989,31.834,28.825,29.436,31.427,13.381,32.44,30.079,31.471,32.505,23.713,31.674
1980-04-10,30.982,29.15,32.053,18.019,26.678,32.739,27.118,32.236,30.036,30.431,30.808,28.578,31.632,19.163,30.07,30.833,13.988,30.025,27.854,28.613,31.633,25.26,24.369,32.41,27.539,23.695,32.338,29.039,29.806,31.578,12.666,32.756,30.676,29.862,31.714,23.629,31.812
1980-04-11,31.219,28.988,32.462,18.025,26.432,33.19,27.758,32.8,29.697,32.227,30.24,29.263,30.992,18.749,31.229,32.119,11.592,30.578,28.17,28.775,31.053,25.061,24.494,31.98,28.005,23.79,32.421,29.141,30.069,30.982,12.554,33.162,31,30.736,32.643,24.046,32.188
1980-04-12,31.03,29.415,32.138,17.855,26.268,33.18,27.019,33.092,29.998,30.744,30.84,30.507,30.93,17.85,30.072,31.997,11.519,30.393,28.672,28.863,31.466,24.655,23.911,31.499,26.374,23.437,32.507,27.604,29.798,30.373,13.453,33.409,30.346,29.377,32.519,23.686,32.168
1980-04-13,31.037,29.417,31.771,18.449,26.808,33.219,26.573,33.211,30.436,30.196,31.408,30.429,31.672,18.175,29.466,31.739,12.514,30.759,28.673,29.06,32.226,25.342,24.587,31.396,27.367,23.634,32.616,27.68,29.718,30.234,13.796,33.658,29.812,29.499,31.917,23.523,32.458
1980-04-14,31.205,29.443,32,18.693,27.36,33.221,27.085,33.582,30.986,30.452,32.045,29.233,32.657,18.769,30.135,31.451,13.369,30.269,28.504,28.738,32.48,26.157,24.925,31.922,27.518,23.931,32.46,28.937,29.786,31.661,13.996,33.968,30.321,29.988,31.469,23.536,31.958
1980-04-15,31.832,29.245,32.257,19.096,27.07,33.758,27.74,33.859,30.8,31.318,32.051,29.335,33.092,19.096,30.688,32.012,13.827,30.699,28.337,28.685,32.885,25.931,24.819,33.461,26.964,24.034,32.454,29.379,30.076,32.184,14.082,34.3,31.118,30.105,32.681,24.094,32.621
1980-04-16,31.593,29.503,32.27,19.285,26.911,34.205,28.349,33.245,31.022,31.069,32.238,28.67,32.678,20.083,30.863,32.07,15.178,29.996,28.321,28.818,31.881,25.658,25.33,33.118,27.689,24.208,31.829,30.336,29.842,32.035,14.055,32.233,30.89,29.835,32.828,24.309,31.757
1980-04-17,31.906,28.225,31.6,19.913,27.602,34.538,29.782,32.988,30.82,32.127,32.033,28.733,32.654,21.531,32.164,32.168,16.384,29.559,28.729,28.852,32.454,25.9,25.142,33.075,26.312,24.729,31.79,31.802,29.683,32.991,14.209,32.826,29.849,29.972,33.154,25.837,32.882
1980-04-18,32.084,29.468,30.7,18.959,26.958,34.489,30.987,32.906,31.428,33.358,32.46,28.486,33.205,22.123,33.015,32.772,17.105,28.992,28.312,28.308,32.584,25.339,23.866,33.959,25.082,23.659,31.704,32.79,29.441,33.402,14.147,32.48,28.961,28.753,34.054,27.013,32.696
1980-04-19,32.482,29.545,31.598,19.279,26.942,34.208,31.724,33.711,31.65,34.076,32.633,28.53,34.021,22.666,33.733,33.025,16.658,29.398,28.054,28.52,32.982,25.808,23.712,34.55,25.718,23.437,32.726,33.416,29.075,33.625,14.126,33.211,28.797,28.091,35.209,27.644,31.901
1980-04-20,32.914,29.68,32.112,19.851,27.31,34.886,32.061,34.927,31.681,34.304,32.728,28.518,34.5,23.014,33.936,34.002,16.715,29.345,28.091,28.69,33.307,25.583,23.757,35.026,26.955,23.527,33.696,33.439,29.329,33.778,14.422,34.134,29.154,29.076,35.364,28.09,32.886
1980-04-21,32.81,29.552,32.54,20.201,27.46,34.589,30.864,35.286,30.045,34.277,30.88,28.454,33.391,22.438,33.792,33.586,16.723,29.445,27.622,28.418,32.753,25.69,24.131,35.088,27.254,23.984,33.962,33.198,29.425,34.402,14.385,35.148,29.261,29.77,35.172,27.334,32.673
1980-04-22,32.763,29.434,32.408,19.575,27.122,35.034,31.315,35.533,29.91,34.632,30.579,28.339,32.572,21.853,34.072,34.037,13.181,29.107,27.272,28.619,32.174,25.306,24.128,34.855,26.837,23.786,33.868,32.795,30.187,33.354,14.656,35.219,29.713,29.77,35.756,27.004,32.986
1980-04-23,32.616,29.461,32.544,19.79,27.466,35.692,29.82,35.578,29.918,32.972,30.646,28.563,32.31,20.985,32.156,35.115,14.721,29.854,27.934,28.825,32.554,26.066,24.635,34.219,27.327,24.062,34.365,30.34,29.987,32.135,15.093,35.462,29.599,30.24,34.806,25.93,33.471
1980-04-24,32.259,29.615,33.048,20,27.594,34.541,29.79,34.598,30.447,32.673,31.344,28.809,32.144,21.586,31.996,33.729,16.428,29.769,27.303,29.08,32.636,26.707,24.078,32.901,27.527,23.944,34.28,30.862,30.15,32.04,15.359,35.765,29.968,30.881,33.682,25.986,33.797
1980-04-25,32.308,29.476,32.939,19.517,27.403,34.175,30.966,34.041,30.373,33.376,31.07,28.462,32.018,22.793,32.902,33.272,17.744,28.913,27.133,29.085,32.649,26.463,24.095,33.149,27.978,23.61,33.553,32.692,30.485,32.637,14.832,35.435,30.911,31.074,33.964,26.865,33.139
1980-04-26,32.148,29.307,32.13,19.487,27.208,34.131,31.249,34.456,30.34,32.959,30.89,28.44,31.632,22.951,33.055,33.477,17.522,28.997,27.155,29.338,32.582,26.096,24.01,33.24,27.891,23.522,32.915,33.446,30.501,32.584,14.637,34.861,29.971,30.957,33.942,26.853,32.724
1980-04-27,32.417,28.914,31.774,19.371,27.496,34.801,32.173,34.615,30.597,34.008,31.44,28.931,31.526,22.964,33.647,34.288,16.114,29.239,27.876,29.142,32.85,26.035,24.102,33.064,26.762,23.727,33.137,33.578,30.326,32.553,14.772,34.106,29.9,30.171,34.689,27.486,33.076
1980-04-28,32.426,29.071,31.274,19.438,27.533,34.848,31.59,35.041,30.635,34.155,31.596,29.101,31.888,22.533,33.746,34.423,16.564,29.163,26.831,28.737,33.098,26.303,24.412,33.088,27.03,23.973,33.283,33.12,29.86,32.804,14.666,33.378,29.045,30.151,34.888,27.65,33.285
1980-04-29,32.691,29.3,31.228,20.095,27.655,34.631,32.169,34.782,30.303,34.669,31.264,29.158,32.627,23.133,34.284,33.53,17.402,28.797,27.464,28.646,32.969,26.434,23.213,34.052,25.738,23.777,32.829,33.755,30.178,34.221,14.906,33.52,29.862,29.472,35.454,27.683,32.977
1980-04-30,32.886,29.503,31.36,17.918,26.413,34.949,32.615,35.325,29.928,35.306,30.746,28.569,32.952,23.619,34.861,33.882,17.875,27.753,27.154,28.672,32.862,25.615,23.993,34.91,26.551,23.161,32.501,34.095,29.899,35.305,14.102,34.01,29.909,29.503,35.952,28.159,32.743
1980-05-01,32.959,29.771,30.314,19.274,26.768,34.513,33.136,35.225,30.469,35.901,31.439,28.862,33.717,24.777,35.565,33.89,19.723,27.65,27.199,28.89,32.576,25.689,23.395,35.872,25.76,23.45,31.742,35.253,29.504,35.22,15.088,32.879,29.494,28.556,36.499,28.939,32.66
1980-05-02,33.414,29.641,31.125,20.281,27.136,35.215,34.519,35.556,30.821,36.629,31.427,28.849,34.148,25.682,36.272,34.144,20.009,28.215,26.88,29.196,32.791,25.809,23.539,36.679,26.697,22.866,33.49,36.299,29.361,35.617,15.781,33.489,28.555,29.174,37.136,29.691,32.751
1980-05-03,33.581,29.513,31.88,20.881,27.427,34.717,34.6,36.378,31.337,37.338,32.265,28.19,34.712,25.644,36.778,34.131,19.754,27.158,27.225,29.198,32.901,26.175,24.44,36.92,27.499,23.724,34.239,36.531,29.668,35.79,14.518,34.054,28.98,29.965,37.347,30.037,32.803
1980-05-04,33.324,29.517,32.737,20.104,26.874,34.132,34.612,36.748,30.616,36.436,30.969,27.897,33.85,25.006,36.331,33.78,17.092,27.888,27.793,29.141,32.599,25.713,23.804,36.557,26.787,23.348,34.589,35.768,30.398,35.263,14.717,34.784,30.245,29.651,36.614,29.592,32.126
1980-05-05,33.365,29.502,33.074,19.493,27.138,35.231,33.682,36.335,30.086,36.531,29.95,28.081,32.942,24.471,36.075,34.557,18.865,27.99,27.947,29.345,31.245,25.053,24.841,35.659,27.066,24.262,34.596,35.02,30.473,35.35,14.575,35.815,30.509,29.254,37.113,29.136,32.112
1980-05-06,33.459,29.538,32.255,17.135,24.89,35.656,34.384,36.842,30.44,37.063,30.677,27.726,32.806,25.467,36.723,34.612,20.48,27.211,27.611,29.162,31.488,25.398,23.949,35.619,26.162,21.715,35.155,36.579,30.102,35.255,15.423,34.888,30.329,28.757,37.739,29.7,32.251
1980-05-07,33.255,29.648,32.609,19.04,25.897,34.918,34.845,36.738,30.173,36.005,30.515,28.129,32.436,25.321,35.814,34.743,19.676,27.769,27.863,29.534,31.476,25.645,23.589,34.809,26.25,22.701,34.845,36.072,30.339,33.926,14.892,35.069,30.877,28.338,37.487,29.649,32.293
1980-05-08,32.967,29.788,33.146,17.93,25.339,35.339,33.875,35.695,30.532,34.197,31.02,28.718,32.598,25.055,34.509,34.99,18.19,28.498,27.892,29.407,31.7,25.719,23.183,34.059,25.182,21.665,35.013,34.815,30.117,33.279,14.943,35.175,30.45,28.016,36.266,28.885,32.735
1980-05-09,32.395,29.355,33.074,17.999,24.942,33.91,32.387,34.99,30.424,33.794,30.962,28.304,32.595,23.834,33.816,33.967,18.038,27.892,27.641,29.43,31.654,24.71,22.049,33.809,24.382,21.028,34.603,33.69,30.464,33.416,13.949,35.162,30.437,27.332,34.993,27.927,32.255
1980-05-10,31.963,28.895,32.625,18.919,25.887,33.707,30.733,34.717,29.867,32.909,30.328,28.881,31.516,22.631,33.069,32.826,17.411,28.044,27.554,29.379,31.423,24.183,22.595,33.505,24.244,22.455,34.133,32.941,30.483,33.295,13.899,34.922,30.643,26.688,34.167,26.358,31.348
1980-05-11,32.513,29.008,33.158,19.458,25.856,33.833,31.859,35.124,30.157,34.65,30.612,29.065,32.351,23.446,34.487,32.582,18.325,28.714,27.943,29.637,31.614,23.974,22.26,34.526,24.128,22.553,33.83,34.215,30.556,34.53,13.176,35.042,31.163,26.59,35.611,26.91,30.148
1980-05-12,32.56,28.837,32.251,19.087,25.658,32.867,33.438,35.757,29.934,35.529,30.502,29.065,32.333,24.751,35.384,32.26,19.32,28.873,27.428,29.535,32.381,23.517,22.572,35.609,24.245,22.545,33.351,35.731,30.43,34.842,12.821,34.773,30.163,26.523,35.784,28.551,29.859
1980-05-13,32.931,28.263,32.175,19.178,25.242,33.963,34.422,35.888,29.59,36.15,30.125,28.929,31.743,25.349,35.897,32.701,18.862,29.319,27.905,29.437,32.683,23.886,21.859,36.079,24.632,22.412,33.38,35.999,30.135,34.667,14.301,34.795,30.74,27.175,36.245,29.084,30.902
1980-05-14,33.249,28.849,31.73,20.391,26.811,34.225,34.508,36.428,30.679,37.169,31.246,29.161,32.975,25.473,36.429,33.064,17.948,29.41,27.328,29.364,33.276,24.991,23.66,36.313,25.727,23.681,32.814,36.17,29.894,34.721,14.846,34.85,29.603,27.554,37.17,29.375,31.136
1980-05-15,33.166,28.851,31.73,20.436,26.987,33.684,33.525,36.25,31.57,36.209,32.347,29.542,33.379,24.564,35.683,33.534,17.623,29.75,27.967,29.633,33.97,25.032,24.167,36.146,25.621,23.752,33.009,35.284,30.171,34.778,14.573,34.365,29.635,27.459,36.547,29.285,31.259
1980-05-16,33.197,28.322,32.281,19.683,26.917,34.524,32.98,36.07,30.995,35.784,31.575,29.09,33.324,24.472,35.233,33.843,18.487,28.471,27.732,29.616,33.258,25.281,24.181,35.658,25.95,23.282,33.488,34.701,30.522,35.044,14.898,34.866,30.501,27.739,36.633,28.696,31.409
1980-05-17,33.172,28.497,32.371,19.254,26.921,35.154,33.347,36.327,30.652,35.367,31.014,28.46,33.028,24.936,35.354,34.169,19.305,27.36,27.111,29.486,32.738,25.562,23.455,35.174,25.399,23.189,34.35,35.712,31.183,35.134,14.956,35.436,30.837,27.759,36.204,28.57,31.913
1980-05-18,33.344,29.011,33.025,19.088,26.762,35.301,34.869,36.723,29.897,37.023,29.919,28.911,32.466,25.944,36.656,34.41,19.623,27.537,27.023,29.161,31.523,25.444,23.904,35.403,25.781,23.206,35.139,36.565,30.88,34.395,14.833,34.037,30.578,28.208,37.543,30.16,31.81
1980-05-19,33.177,29.293,33.328,19.825,26.288,34.17,33.895,36.707,30.594,36.813,31.04,29.306,32.754,25.492,36.174,34.4,18.372,28.223,26.753,28.865,32.108,25.268,24.64,35.266,26.88,24.079,35.258,35.708,31.302,34.281,14.493,32.943,30.519,28.47,37.143,29.623,31.827
1980-05-20,33.174,29.227,34.304,20.451,26.855,34.112,34.179,37.029,30.403,36.19,30.903,29.374,32.502,24.974,35.556,33.993,17.583,28.807,27.592,28.952,32.341,25.144,25.174,35.346,26.694,24.369,34.286,35.207,31.206,34.099,14.657,34.175,30.374,28.311,37.124,29.269,31.243
1980-05-21,33.112,29.108,34.331,21.487,28.035,35.145,33.002,36.747,30.495,35.425,31.017,29.626,32.801,23.954,34.619,33.754,17.151,29.223,27.584,29.536,32.355,26.179,25.899,34.958,27.287,25.596,33.197,33.976,31.252,33.337,15.303,34.49,30.339,29.212,36.607,28.428,31.758
1980-05-22,33.194,29.348,34.528,21.543,28.53,35.668,32.274,36.525,30.227,35.198,30.767,29.429,32.702,23.407,34.71,34.662,18.002,29.13,27.3,29.697,32.332,26.328,25.899,34.875,27.503,26.006,34.288,34.069,30.832,33.926,15.116,34.562,29.198,29.445,36.35,27.704,32.488
1980-05-23,33.55,29.272,34.782,21.541,28.616,35.518,32.785,36.357,30.261,36.088,30.459,29.405,33.041,24.062,35.604,34.619,18.399,29.643,27.491,29.688,32.323,26.33,25.418,35.062,27.239,25.662,34.418,35.017,31.757,34.566,15.36,34.896,31.216,29.061,36.461,28.279,33.218
1980-05-24,33.858,29.248,35.079,21.673,28.791,35.689,33.848,37.042,30.653,36.266,31.109,28.984,33.291,25.062,35.929,35.242,19.258,29.466,27.459,29.247,32.174,26.102,25.089,35.538,27.155,25.357,33.809,35.801,31.91,34.974,15.479,35.069,31.988,28.575,37.265,29.278,33.078
1980-05-25,33.959,29.002,34.508,21.854,28.819,35.801,34.228,37.927,30.512,36.633,30.899,28.501,33.233,25.78,36.418,35.671,20.165,29.384,27.716,29.012,32.529,26.308,25.315,35.613,26.793,25.554,34.175,36.391,31.326,35.167,14.952,35.35,31.449,28.449,37.396,29.613,32.774
1980-05-26,33.834,28.667,33.249,21.518,28.26,35.241,35.058,37.713,30.825,36.689,31.271,29.248,33.559,26.592,36.651,32.9,21.546,29.91,27.704,29.195,33.33,25.966,25.597,36.505,27.137,25.637,32.687,37.575,30.632,35.853,14.387,35.806,30.403,28.474,37.437,30.071,31.354
1980-05-27,33.278,27.748,31.939,19.891,26.963,33.555,36.113,36.279,30.856,37.651,31.383,29.636,33.317,27.102,37.438,32.286,22.153,30.077,26.864,29.331,33.577,24.909,23.236,36.434,25.352,23.575,31.569,37.973,30.504,35.778,12.684,35.59,29.366,27.541,36.782,29.16,30.424
1980-05-28,33.185,27.765,31.128,18.477,25.897,33.854,35.602,36.052,30.592,38.869,31.065,29.272,32.994,27.164,38.424,32.521,22.243,28.792,27.131,28.962,32.919,24.348,22.2,36.247,24.302,21.82,31.031,38.116,30.542,36.429,13.291,34.894,29.791,26.697,36.827,29.556,30.644
1980-05-29,32.808,28.224,30.456,19.128,25.287,31.844,36.221,36.316,30.571,39.671,31.039,29.34,33.228,27.3,38.633,32.062,22.138,28.88,27.323,29.111,32.638,23.229,23.229,36.347,24.324,22.844,31.013,38.54,30.023,36.524,13.65,34.431,29.184,26.603,36.167,29.829,30.351
1980-05-30,32.751,28.517,30.667,19.586,26.115,32.822,35.492,35.942,30.853,37.617,31.265,29.19,33.623,26.656,37.02,31.677,21.831,28.068,26.313,28.263,33.043,24.652,22.234,36.345,24.53,22.202,31.564,37.638,29.588,36.425,15.031,34.783,28.616,26.836,35.928,29.172,30.31
1980-05-31,32.767,28.38,30.294,20.927,26.973,33.674,35.332,35.713,31.219,37.442,31.571,28.183,33.84,26.965,36.569,31.178,22.219,26.319,26.028,28.287,32.867,24.954,23.819,36.955,25.326,23.911,31.231,37.388,29.107,36.527,14.74,33.899,27.683,27.464,36.721,29.694,29.775
1980-06-01,32.372,28.417,30.166,20.965,27.113,33.18,35.327,34.755,30.787,38.149,30.683,27.24,34.138,26.751,37.57,31.379,22.222,25.084,25.607,28.188,30.503,25.358,24.349,36.857,26.093,23.839,31.546,37.801,29.339,37.367,14.854,31.492,27.866,28.017,36.204,28.529,29.736
1980-06-02,31.653,28.546,29.413,20.9,27.044,32.491,35.126,32.887,30.613,36.515,30.465,27.956,33.603,26.729,36.633,31.297,21.546,25.37,25.655,28.064,29.179,25.569,23.876,35.801,25.594,23.304,30.707,37.419,28.439,36.925,15.243,29.111,27.106,27.987,35.217,28.449,29.839
1980-06-03,30.958,28.596,29.069,20.465,26.224,31.551,32.395,31.781,29.896,36.935,29.189,27.415,33.853,24.518,35.958,29.991,20.231,25.503,25.696,28.543,28.029,24.82,22.615,34.981,25.082,22.754,28.627,35.098,28.575,36.335,15.331,28.468,26.871,26.845,34.954,27.751,28.55
1980-06-04,30.981,28.337,28.275,20.112,26.977,33.047,31.803,30.685,29.242,35.704,28.895,27.168,32.947,23.843,35.172,30.348,20.079,25.209,25.881,28.976,28,26.31,21.911,34.268,24.082,22.844,28.246,34.364,28.616,36.009,16.095,28.361,26.93,26.863,35.071,26.923,29.758
1980-06-05,31.124,28.428,28.155,21.321,27.264,34.7,31.856,30.9,28.106,35.676,27.631,27.05,30.772,24.466,35.175,31.823,20.102,25.452,26.033,29.346,27.752,26.062,23.327,33.314,24.873,24.323,28.25,35.19,29.043,35.548,16.904,27.637,27.162,28.071,35.506,27.164,30.357
1980-06-06,31.132,28.582,28.598,21.819,27.78,35.591,33.014,29.445,27.5,35.616,26.24,27.781,30.534,25.167,35.903,32.286,21.188,25.44,26.436,29.419,26.57,26.548,23.093,31.76,24.366,23.683,28.604,35.933,29.915,34.406,17.116,26.909,28.16,27.542,35.753,27.626,30.962
1980-06-07,30.661,28.661,29.135,22.189,28.147,34.484,33.798,29.47,28.475,36.288,27.602,27.669,31.471,26.143,36.367,30.097,22.509,25.226,26.15,29.177,26.569,26.161,24.395,28.926,25.973,25.148,28.887,36.817,29.937,34.878,16.795,27.843,27.978,28.203,34.352,27.767,29.84
1980-06-08,29.904,28.191,28.843,21.805,27.726,30.016,33.247,30.368,29.032,36.69,28.248,27.615,31.613,26.189,36.554,29.289,23.064,25.134,26.013,29.1,27.196,25.797,24.985,29.916,25.685,25.244,28.559,36.522,29.868,35.938,15.759,28.412,28.331,27.871,31.702,27.585,28.604
1980-06-09,30.104,27.576,28.872,21.647,27.345,28.962,34.695,30.367,29.026,38.346,28.038,27.562,31.78,27.509,38.093,28.058,23.927,24.889,25.817,28.284,27.632,25.91,24.102,31.754,26.297,24.134,27.926,38.01,29.715,36.381,14.528,27.602,28.246,28.32,32.435,28.706,28.376
1980-06-10,30.455,27.34,28.124,21.405,26.838,30.47,34.963,30.412,29.243,37.942,28.477,27.312,31.768,28.128,37.59,29.086,24.975,24.947,25.612,28.425,28.302,25.216,23.997,32.28,26.119,24.174,28.669,38.412,29.535,36.625,16.233,28.516,27.871,28.114,32.928,28.501,28.449
1980-06-11,30.961,27.77,28.012,21.274,26.562,32.598,35.055,30.88,29.767,37.781,29.165,26.813,32.665,28.007,37.701,29.763,24.844,24.016,24.925,28.555,28.835,24.913,23.991,33.035,26.057,23.817,28.849,37.92,28.707,37.084,16.459,27.724,26.84,27.795,34.427,29.202,28.819
1980-06-12,30.395,27.931,27.089,22.408,27.655,31.027,35.64,28.711,28.58,38.484,27.675,26.724,32.171,28.047,38.292,28.532,24.505,23.657,24.812,28.426,26.722,25.783,24.033,32.255,26.226,24.579,28.248,38.404,29.158,37.524,15.111,26.731,27.03,28.462,34.157,28.434,28.527
1980-06-13,29.953,28.369,27.144,23.038,28.214,31.097,33.422,28.799,28.684,36.597,28.109,27.098,32.187,25.978,36.904,28.64,20.724,24.376,25.345,28.915,26.871,26.112,24.371,30.583,26.031,24.982,28.293,36.876,29.333,36.539,16.733,26.054,27.562,28.59,32.456,26.819,29.229
1980-06-14,30.301,28.477,27.691,22.504,28.004,31.787,32.022,29.255,28.603,37.726,27.845,27.007,30.99,24.284,37.115,29.397,19.534,24.497,25.865,28.892,26.986,26.128,24.139,30.954,25.86,24.213,28.575,36.663,29.754,36.098,17.174,26.057,28.093,28.201,33.749,27.084,29.544
1980-06-15,30.307,28.412,27.071,21.711,27.993,32.068,32.243,28.858,28.355,37.412,27.426,27.16,30.847,24.168,36.72,29.159,20.162,23.881,25.504,28.869,26.62,26.038,24.471,31.008,25.393,24.636,28.356,35.513,29.121,35.384,16.712,26.134,27.497,27.364,35.027,27.553,29.48
1980-06-16,30.721,28.551,27.034,22.075,27.828,32.471,33.903,30.037,28.722,38.758,27.843,27.119,31.553,25.715,38.029,28.752,21.082,23.75,25.479,28.825,26.762,25.56,24.118,32.337,25.264,24.322,28.264,37.117,29.776,36.541,16.411,25.831,28.091,27.604,35.672,29.035,28.587
1980-06-17,30.834,28.747,27.78,22.018,27.507,32.329,34.357,29.644,28.937,38.822,27.859,26.704,32.086,26.268,38.231,28.982,21.792,24.511,25.846,28.546,26.908,25.316,24.597,32.229,25.766,25.084,28.168,37.45,29.917,37.069,16.573,26.307,28.212,27.622,35.445,29.309,28.424
1980-06-18,30.752,28.324,28.305,21.182,26.973,31.051,35.248,29.219,28.425,39.403,27.588,27.336,30.615,27.618,39.019,27.522,23.346,25.224,25.958,28.581,27.057,24.523,25.161,31.964,25.993,24.557,28.267,38.423,30.092,37.517,16.505,27.175,28.308,27.463,35.591,29.858,27.865
